2025.07.14 02:15:39 INFO  no build target found for /home/emma/yjgbg.github.io/.gitlab-ci.sc. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.07.14 02:16:05 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/get-coursier/util/directories-jni/0.1.2/directories-jni-0.1.2.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scala-lang/scala-reflect/2.12.20/scala-reflect-2.12.20.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix-java_2.12/3.2.0/monix-java_2.12-3.2.0.pom.sha1[0m
2025.07.14 02:16:05 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-core/2.23.0/log4j-core-2.23.0.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/nailgun-server/1.0.7/nailgun-server-1.0.7.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/monix/monix-eval_2.12/3.2.0/monix-eval_2.12-3.2.0.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-macros_2.12/2.13.3.2/jsoniter-scala-macros_2.12-2.13.3.2.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/lihaoyi/sourcecode_2.12/0.4.2/sourcecode_2.12-0.4.2.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scala-lang/modules/scala-collection-compat_2.12/2.13.0/scala-collection-compat_2.12-2.13.0.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloading https://repo1.maven.org/maven2/ch/qos/logback/logback-core/1.5.18/logback-core-1.5.18.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/monix/monix-eval_2.12/3.2.0/monix-eval_2.12-3.2.0.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/lihaoyi/sourcecode_2.12/0.4.2/sourcecode_2.12-0.4.2.pom[0m
2025.07.14 02:16:05 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scala-sbt/librarymanagement-ivy_2.12/1.10.4/librarymanagement-ivy_2.12-1.10.4.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/monix/monix-java_2.12/3.2.0/monix-java_2.12-3.2.0.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/net/jpountz/lz4/lz4/1.3.0/lz4-1.3.0.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-core/2.23.0/log4j-core-2.23.0.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/monix/monix-java_2.12/3.2.0/monix-java_2.12-3.2.0.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scala-lang/scala-reflect/2.12.20/scala-reflect-2.12.20.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/qos/logback/logback-core/1.5.18/logback-core-1.5.18.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scala-sbt/librarymanagement-ivy_2.12/1.10.4/librarymanagement-ivy_2.12-1.10.4.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom[0m
2025.07.14 02:16:06 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom[0m
2025.07.14 02:16:08 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom[0m
2025.07.14 02:16:08 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom.sha1[0m
2025.07.14 02:16:08 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom[0m
2025.07.14 02:16:08 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom.sha1[0m
2025.07.14 02:16:08 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom[0m
2025.07.14 02:16:08 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom.sha1[0m
2025.07.14 02:16:08 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom.sha1[0m
2025.07.14 02:16:08 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom[0m
2025.07.14 02:16:08 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom.sha1[0m
2025.07.14 02:16:08 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom[0m
2025.07.14 02:16:08 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom.sha1[0m
2025.07.14 02:16:08 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom[0m
2025.07.14 02:16:09 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom[0m
2025.07.14 02:16:09 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom.sha1[0m
2025.07.14 02:16:09 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom[0m
2025.07.14 02:16:09 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom.sha1[0m
2025.07.14 02:16:09 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom[0m
2025.07.14 02:16:09 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom.sha1[0m
2025.07.14 02:16:09 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom.sha1[0m
2025.07.14 02:16:09 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom[0m
2025.07.14 02:16:10 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom.sha1[0m
2025.07.14 02:16:10 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom[0m
2025.07.14 02:16:10 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/zipkin/brave/brave-parent/5.18.1/brave-parent-5.18.1.pom[0m
2025.07.14 02:16:10 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom.sha1[0m
2025.07.14 02:16:10 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom[0m
2025.07.14 02:16:12 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j/2.23.0/log4j-2.23.0.pom[0m
2025.07.14 02:16:12 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/zipkin/reporter2/zipkin-reporter-parent/2.17.2/zipkin-reporter-parent-2.17.2.pom[0m
2025.07.14 02:16:12 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom[0m
2025.07.14 02:16:12 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom[0m
2025.07.14 02:16:12 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom.sha1[0m
2025.07.14 02:16:12 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom.sha1[0m
2025.07.14 02:16:12 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom[0m
2025.07.14 02:16:13 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom[0m
2025.07.14 02:16:13 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom.sha1[0m
2025.07.14 02:16:13 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom.sha1[0m
2025.07.14 02:16:13 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom[0m
2025.07.14 02:16:15 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/apache/logging/log4j/log4j-bom/2.23.0/log4j-bom-2.23.0.pom[0m
2025.07.14 02:16:15 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom[0m
2025.07.14 02:16:15 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom[0m
2025.07.14 02:16:15 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom.sha1[0m
2025.07.14 02:16:15 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom.sha1[0m
2025.07.14 02:16:15 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom[0m
2025.07.14 02:16:16 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom[0m
2025.07.14 02:16:16 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom.sha1[0m
2025.07.14 02:16:16 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom.sha1[0m
2025.07.14 02:16:16 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom[0m
2025.07.14 02:16:22 INFO  BSP server: Still downloading:[0m
2025.07.14 02:16:22 INFO  BSP server: https://repo1.maven.org/maven2/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom (89.74 %, 48591 / 54145)[0m
2025.07.14 02:16:22 INFO  BSP server: [0m
2025.07.14 02:16:22 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/apache/logging/logging-parent/10.6.0/logging-parent-10.6.0.pom[0m
2025.07.14 02:16:22 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/mockito/mockito-bom/4.11.0/mockito-bom-4.11.0.pom[0m
2025.07.14 02:16:22 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom[0m
2025.07.14 02:16:22 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/springframework/spring-framework-bom/5.3.32/spring-framework-bom-5.3.32.pom[0m
2025.07.14 02:16:22 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/com/fasterxml/jackson/jackson-bom/2.16.1/jackson-bom-2.16.1.pom[0m
2025.07.14 02:16:22 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom[0m
2025.07.14 02:16:22 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/com/fasterxml/jackson/jackson-bom/2.16.1/jackson-bom-2.16.1.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/com/fasterxml/jackson/jackson-bom/2.16.1/jackson-bom-2.16.1.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/springframework/spring-framework-bom/5.3.32/spring-framework-bom-5.3.32.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/springframework/spring-framework-bom/5.3.32/spring-framework-bom-5.3.32.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/mockito/mockito-bom/4.11.0/mockito-bom-4.11.0.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/mockito/mockito-bom/4.11.0/mockito-bom-4.11.0.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/com/fasterxml/jackson/jackson-bom/2.16.1/jackson-bom-2.16.1.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/netty/netty-bom/4.1.107.Final/netty-bom-4.1.107.Final.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/fasterxml/jackson/jackson-bom/2.16.1/jackson-bom-2.16.1.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/springframework/spring-framework-bom/5.3.32/spring-framework-bom-5.3.32.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/eclipse/jetty/jetty-bom/9.4.54.v20240208/jetty-bom-9.4.54.v20240208.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/springframework/spring-framework-bom/5.3.32/spring-framework-bom-5.3.32.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/mockito/mockito-bom/4.11.0/mockito-bom-4.11.0.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/netty/netty-bom/4.1.107.Final/netty-bom-4.1.107.Final.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/netty/netty-bom/4.1.107.Final/netty-bom-4.1.107.Final.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/eclipse/jetty/jetty-bom/9.4.54.v20240208/jetty-bom-9.4.54.v20240208.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/netty/netty-bom/4.1.107.Final/netty-bom-4.1.107.Final.pom.sha1[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/mockito/mockito-bom/4.11.0/mockito-bom-4.11.0.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom[0m
2025.07.14 02:16:23 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/eclipse/jetty/jetty-bom/9.4.54.v20240208/jetty-bom-9.4.54.v20240208.pom.sha1[0m
2025.07.14 02:16:24 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom[0m
2025.07.14 02:16:24 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom.sha1[0m
2025.07.14 02:16:24 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/eclipse/jetty/jetty-bom/9.4.54.v20240208/jetty-bom-9.4.54.v20240208.pom.sha1[0m
2025.07.14 02:16:24 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom.sha1[0m
2025.07.14 02:16:24 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom[0m
2025.07.14 02:16:24 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/netty/netty-bom/4.1.107.Final/netty-bom-4.1.107.Final.pom[0m
2025.07.14 02:16:24 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/com/fasterxml/jackson/jackson-bom/2.16.1/jackson-bom-2.16.1.pom[0m
2025.07.14 02:16:24 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom.sha1[0m
2025.07.14 02:16:24 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/springframework/spring-framework-bom/5.3.32/spring-framework-bom-5.3.32.pom[0m
2025.07.14 02:16:24 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/fasterxml/jackson/jackson-bom/2.16.1/jackson-bom-2.16.1.pom.sha1[0m
2025.07.14 02:16:24 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom.sha1[0m
2025.07.14 02:16:24 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/eclipse/jetty/jetty-bom/9.4.54.v20240208/jetty-bom-9.4.54.v20240208.pom[0m
2025.07.14 02:16:24 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/mockito/mockito-bom/4.11.0/mockito-bom-4.11.0.pom[0m
2025.07.14 02:16:24 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/springframework/spring-framework-bom/5.3.32/spring-framework-bom-5.3.32.pom.sha1[0m
2025.07.14 02:16:24 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom.sha1[0m
2025.07.14 02:16:24 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/mockito/mockito-bom/4.11.0/mockito-bom-4.11.0.pom.sha1[0m
2025.07.14 02:16:25 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/com/fasterxml/jackson/jackson-bom/2.16.1/jackson-bom-2.16.1.pom.sha1[0m
2025.07.14 02:16:25 INFO  BSP server: Downloading https://repo1.maven.org/maven2/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/eclipse/jetty/jetty-bom/9.4.54.v20240208/jetty-bom-9.4.54.v20240208.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/springframework/spring-framework-bom/5.3.32/spring-framework-bom-5.3.32.pom.sha1[0m
2025.07.14 02:16:25 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/eclipse/jetty/jetty-bom/9.4.54.v20240208/jetty-bom-9.4.54.v20240208.pom.sha1[0m
2025.07.14 02:16:25 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/mockito/mockito-bom/4.11.0/mockito-bom-4.11.0.pom.sha1[0m
2025.07.14 02:16:25 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/fasterxml/jackson/jackson-bom/2.16.1/jackson-bom-2.16.1.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/eclipse/jetty/jetty-bom/9.4.54.v20240208/jetty-bom-9.4.54.v20240208.pom.sha1[0m
2025.07.14 02:16:25 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/springframework/spring-framework-bom/5.3.32/spring-framework-bom-5.3.32.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom.sha1[0m
2025.07.14 02:16:25 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/mockito/mockito-bom/4.11.0/mockito-bom-4.11.0.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/jakarta/platform/jakarta.jakartaee-bom/9.1.0/jakarta.jakartaee-bom-9.1.0.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/eclipse/jetty/jetty-bom/9.4.54.v20240208/jetty-bom-9.4.54.v20240208.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/fabric8/kubernetes-client-bom/5.12.4/kubernetes-client-bom-5.12.4.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/netty/netty-bom/4.1.107.Final/netty-bom-4.1.107.Final.pom[0m
2025.07.14 02:16:25 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/netty/netty-bom/4.1.107.Final/netty-bom-4.1.107.Final.pom.sha1[0m
2025.07.14 02:16:27 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/codehaus/groovy/groovy-bom/3.0.20/groovy-bom-3.0.20.pom[0m
